Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
119907.0,-0.611711999461975,-0.769705324140739,-0.149759145434813,-0.224876503169684,2.02857735618976,-2.01988711445398,0.292491386801462,-0.523020325275821,0.358468461235503,0.0700499611903301,-0.854022783526842,0.547347359707813,0.616448381802285,-0.101785017895712,-0.608491803765091,-0.288559430499469,-0.606199259942812,-0.900745517792769,-0.20131115730918,-0.196039343104127,-0.0752077614118498,0.0455360453799564,0.380739375132775,0.023440315915966,-2.22068575916412,-0.201145577842452,0.0665013699443167,0.221179559816081,1.79,0
78340.0,-0.814681710903033,1.31921885857228,1.32941458980928,0.0272727054236001,-0.284870622428048,-0.653984711164334,0.321551548498725,0.435974980286506,-0.704297591850748,-0.600683951362336,0.0965007121072061,0.710309173597101,0.778923540482951,0.353866907459853,0.953048469636941,-0.10354214977829,0.128899472934344,-0.964070307876014,-0.477130155613694,-0.0090406657382645,-0.128618550961891,-0.368565013108745,0.0906595496391532,0.401147036992888,-0.261033805037556,0.0806205985157305,0.162427330288734,0.0594562454865354,1.98,0
82382.0,-0.31819348451158,1.11861770116118,0.969864354174057,-0.1270521832217,0.569562580572309,-0.532483829054222,0.706252059655146,-0.0649663786852605,-0.463270531219982,-0.528356766504403,-0.813214444591113,0.111898048730637,1.13387531677925,-0.649766489538707,0.861035183384685,0.583787249830253,-0.344093710804082,0.0283118829414518,0.219760202496328,0.206028002627873,-0.305402020958881,-0.774703804762068,-0.123884368083749,-0.49568665029167,-0.0181482211942137,0.121678808637721,0.249049701404809,0.0925156059247046,0.89,0
31717.0,-1.32827089924216,1.01837787015616,1.77542552362352,-1.57419305997964,-0.117696211584691,-0.457732919719958,0.681867455323031,-0.031640689805003,0.383871666738723,0.334852782649897,0.905209789315212,-0.277871633232084,-1.33617897442202,-0.0122376472088033,0.212827597730966,0.769344660813452,-1.01053386404502,0.357287950104639,-0.125584943795777,0.315823015690601,-0.220815172567134,-0.419013487774348,-0.239197441483071,0.0099669484362852,0.23282928779646,0.814177362784566,0.0987971179580368,-0.0042730298282194,15.98,0
80923.0,1.27671201468819,0.617119816649715,-0.578013676955097,0.879172920674465,0.0617056511220706,-1.47200195743235,0.373692023237786,-0.287203883633029,-0.0844824274171162,-0.696578495841297,0.101511542162366,-0.433199770493398,-0.634866761604963,-1.18835418178904,1.02806310240545,0.576120774121793,1.0683526966048,0.33268962207975,-0.362811140913036,-0.105286098224226,-0.160161235251141,-0.430403792169957,-0.0767381691087071,0.258707834161832,0.552170207472972,0.370701122762965,-0.0342546086368031,0.0417089783152545,0.76,0
131364.0,0.0771973998414491,0.482927942799536,-2.23423310895384,-1.30912370336584,2.38656981841606,3.39258053836139,-0.156384693597809,1.35356894655159,-0.0471120680182807,-1.23887499739481,-0.0706440367540343,-0.0318546024591512,-0.251230815556313,-0.798361852392908,0.242665074610378,0.636176329507881,0.509861623502435,0.18515332038353,-0.729449387530274,-0.0897055589858608,0.0608650663089297,-0.0605303273363153,0.379574906857809,0.59885329154439,-0.878617521577319,0.254858550972148,-0.0885502855825852,-0.0234455457339031,69.9,0
33274.0,-0.958584447113397,1.10908564853382,1.55815861086035,0.878706842246391,1.91455908279373,1.56475659463767,1.30097823781884,0.0740976025678052,-1.37697743983967,0.621511165756173,1.93427880831975,0.0495635522677009,-1.15715161167902,0.351435796629776,0.0494915506818383,-0.69483725571145,0.0117782205014754,-1.84719133860191,-2.7806864295149,-0.257510651932298,0.155271232721027,0.65760745828182,-0.296222224663437,-1.05336200120753,0.0064746756467164,-0.0589806350907296,-0.528679370569344,-0.37445013213492,6.55,0
24158.0,-0.992898832184407,1.43020428202935,1.07125620444954,1.36312731675165,0.116314674838269,0.217867865698798,0.208391222469117,0.319127663937768,1.48313381623309,-0.0145147134090565,-0.277216064251249,-3.18276096766168,0.0938510491908726,1.72410048191981,-0.314430081797513,-1.0690519953083,1.36488131239251,-0.121759950247946,0.645492970551874,0.048699163064002,-0.25890343971679,-0.104188602624365,-0.100143984920052,-0.369103085784187,-0.0680483984646675,-0.266731098029279,0.0804022466775616,-0.0345713443051767,1.0,0
153276.0,-1.14369310449218,-0.250983080608819,1.01302219299149,-0.671079797612144,1.36343757605507,0.312672890718955,0.786157977336073,-0.0893234984355404,-0.272428815739924,-0.369519338388199,0.375442319726878,0.535357520017839,0.470021019415777,-0.221108973539435,-0.526255881301382,0.351694206655555,-1.03541278896671,0.319153073226492,0.332323682801924,0.0965303361431493,-0.0941341565974375,-0.137349431407573,-0.0470856708356643,0.0584854253126712,0.825118437319493,0.316018858849866,-0.377193627537816,-0.246404312743106,84.15,0
63649.0,0.555043420323053,-0.0994844007138656,-0.102234042120489,-0.624144964870142,1.48436430959631,4.15453598031755,-1.24269939720022,0.286054351929598,0.694670058232268,-0.324073815565514,-0.580542459279016,0.263503793611015,-0.0758499619463882,-0.211372683778211,0.207103741365451,0.533774482382722,-0.68460877798246,0.233408122845715,0.146962663257683,-0.113272325098696,0.649935301397205,-0.578302991137149,0.0578226571220159,1.02654166767701,0.440905536534093,0.303284866731542,0.146932109150786,0.17270773323483,17.24,0
37056.0,0.884281799608823,-0.973495290288387,0.929079577308407,0.397954667664519,-1.46356351072951,-0.351713321199669,-0.502973756002112,0.0730438659759393,1.35258036504248,-0.498304592580671,-0.979141742886179,-0.0035555806641123,-1.09825886227258,-0.297717436362066,-0.16062549239067,-0.0464183953862613,0.212876584382805,-0.469538591217972,0.418976192693969,0.195696991562169,-0.144202689759681,-0.592073106443162,-0.0550842822320742,0.450845613921266,0.0369828100321388,0.927803686292439,-0.0728540486837419,0.0414673006254543,177.44,0
25229.0,1.44370298828989,-0.377190002448355,-0.508374813596452,-1.04203373492271,0.154032687326624,-0.0121867465681115,-0.159160348803933,-0.162228095170367,-1.12421124754326,0.554310346574464,-1.01269840356274,-0.394696170910896,1.27022716400731,-0.17027892763963,0.768159373691549,1.0077735471595,0.0838289290879093,-2.0202102036933,0.952001065084089,0.180742512255072,-0.244574926426611,-0.805130596357951,-0.0448175421150198,-1.33346594454307,0.484115443726131,-0.418443520376674,0.0003564200052621,0.0024126370143993,34.0,0
19929.0,1.02481404211223,-1.1799479256914,1.70295361696693,-0.833752169687754,-1.5986195620659,1.27061028717691,-1.78658614136606,0.684894127963512,4.35295303623702,-1.74169493645438,1.65007873737801,-1.24964175103467,-0.111613153554366,0.782057270618898,-1.47343402659771,-1.4594178609351,1.71265965149221,0.0895415091214496,0.568530047037688,-0.268916909631659,0.0229715599047089,0.877307089715733,-0.110839076966112,-0.253786012179792,0.311920182680633,0.24613757223255,0.0924290137616538,0.0054094229351778,21.58,0
723.0,1.16911745724664,-2.01964603824559,1.50281141626919,-0.664842149461255,-2.64152244406894,0.270360035166807,-1.82866633574985,0.230067468132735,-0.131122535022019,0.978759816353966,-1.65311594656451,-0.704566706165627,-0.540051903896566,-1.45783428916078,-1.93419306429604,-1.13042225756587,1.38413583215272,-0.101462884792445,0.38854905222173,-0.178579738182363,-0.248413824383564,-0.152602620727033,-0.0971259514402618,0.409141771038727,0.31788886601838,-0.0913743437417587,0.0837906193850804,0.0509766543240261,131.95,0
148511.0,1.96325167001077,-0.377500399764164,-0.583341885180243,0.0278072654398443,-0.28318910188988,-0.0185020744559763,-0.467428248520756,0.126395294508857,1.03855660325128,-0.117797862457185,0.881052027790059,1.40787936514546,0.0303506316967015,0.0813586491717674,-0.648954144416505,-0.009904172260041,-0.444463116504117,-0.283710790942668,0.581481629246822,-0.190411520161013,-0.35416668847653,-0.87619817230506,0.481069714090193,0.666500996013678,-0.517204409079911,-0.463107995297963,-0.0032885976955485,-0.0433075901318623,5.0,0
73506.0,0.144212614236136,-2.65225033423071,-1.02083414939139,-0.0855456649953201,-1.18934994896209,-0.349733521377829,0.654748757194148,-0.411394544237644,-0.795037425093974,0.311591204187001,-1.50837676949687,-0.374308141944818,0.245352971686418,0.159226512584637,0.122162060338623,-1.45513517380303,0.0400732340818228,1.02896373989234,-0.364574167085773,0.906761348449847,-0.0922620611867839,-1.21485881964575,-0.709177982437621,-0.378321952147275,0.288449846986785,1.0718382369316,-0.200074177127036,0.108044629627566,690.23,0
88079.0,-1.52408089584017,-1.09322610062145,0.745317196959107,1.30731558905087,2.41796448454665,-1.35279967570742,-0.74383633343894,-0.19817255564029,-0.275684856952826,1.06093287467064,0.756272338449592,0.346426955544364,-0.146627820455164,0.375333084156743,0.844385015355512,-0.977182784454173,0.234644108178485,0.214122282012285,3.41880370013789,0.107977251905522,-0.364891638579061,-0.465647598908061,-0.413781399085928,-0.317771980742716,-0.728692769803006,0.624782829914859,0.391655634872576,-0.128259111749885,5.35,0
35652.0,-0.656860790271512,1.04225623115496,0.719976504201034,0.776201512217414,-0.237069628392989,-0.225842660487904,0.500839854916526,0.460171333945314,-0.944084869289988,-0.301286417921624,0.561386499960701,0.067215823190986,-0.923043326826275,1.04081411370934,0.407150555800703,0.147074451644911,-0.337855586559343,0.897264590901718,0.831300488224501,-0.0215547699766882,0.255174140816648,0.467044847862008,-0.0070592260919355,-0.0147347349908497,-0.228087204245483,-0.328476738721831,0.0161866191169205,0.0909051542581557,70.44,0
44396.0,1.00470894218815,-1.35265532658307,-0.288438316753347,-1.05170162709735,-0.372374628522938,0.893920454208715,-0.607529252290434,0.192881802953012,-0.822131829493314,0.637703865035243,0.138254630056781,-0.459854479120828,0.23896478180663,-0.0098868391894351,0.638336503248711,1.76424215011257,-0.411714939643144,-0.74328819928632,1.03635269840887,0.547469807461362,0.0884921493697426,-0.363141668320131,-0.288692378495927,-1.70802246209469,0.281533489610337,-0.315108278870035,-0.0154024991858553,0.0315467468652439,231.37,0
25043.0,-0.292945629603422,1.16183223155478,1.62034643656927,0.240349731952344,0.416744819073401,-0.929579214614525,0.832535908809525,-0.424254378589786,0.88773563298572,-0.692000079921928,0.997581343996622,-2.12261375716342,2.76642148819951,0.594282062206551,0.0763865390505722,0.221098424229757,0.57795438149071,-0.0162192563379951,-0.294502660735835,0.224499983857602,-0.449076428992274,-0.769966643280955,-0.044329797832031,0.296015001968866,-0.171962080266393,0.0017665544945764,0.0599370082510459,-0.127592421501331,1.98,0
